,Address,Beds,Phone,Price,Title
864,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
865,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
866,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
867,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
868,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
869,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
870,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
871,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
872,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
873,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
874,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
875,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
876,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
877,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
878,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
879,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
880,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
881,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
882,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
883,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
884,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
885,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
886,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
887,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
888,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
889,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
890,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
891,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
892,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
893,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
894,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
895,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
896,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
897,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
898,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
899,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
900,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
901,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
902,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
903,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
904,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
905,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
906,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
907,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
908,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
909,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
910,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
911,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
912,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
913,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
914,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
915,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
916,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
917,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
918,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
919,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
920,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
921,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
922,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
923,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
924,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
925,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
926,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
927,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
928,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
929,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
930,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
931,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
932,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
933,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
934,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
935,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
936,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
937,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
938,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
939,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
940,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
941,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
942,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
943,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
944,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
945,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
946,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
947,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
948,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
949,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
950,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
951,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
952,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
953,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
954,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
955,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
956,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
957,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
958,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
959,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
960,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
961,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
962,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
963,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
964,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
965,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
966,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
967,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
968,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
969,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
970,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
971,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
972,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
973,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
974,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
975,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
976,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
977,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
978,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
979,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
980,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
981,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
982,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
983,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
984,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
985,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
986,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
987,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
988,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
989,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
990,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
991,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
992,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
993,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
994,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
995,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
996,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
997,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
998,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
999,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
1000,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
1001,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
1002,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
1003,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
1004,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
1005,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
1006,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
1007,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
1008,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
1009,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
1010,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
1011,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
1012,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
1013,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
1014,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
1015,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
1016,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
1017,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
1018,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
1019,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
1020,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
1021,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
1022,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
1023,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
1024,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
1025,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
1026,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
1027,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
1028,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
1029,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
1030,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
1031,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
1032,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
1033,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
1034,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
1035,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
1036,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
1037,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
1038,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
1039,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
1040,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
1041,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
1042,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
1043,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
1044,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
1045,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
1046,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
1047,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
1048,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
1049,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
1050,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
1051,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
1052,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
1053,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
1054,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
1055,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
1056,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
1057,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
1058,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
1059,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
1060,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
1061,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
1062,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
1063,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
1064,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
1065,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
1066,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
1067,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
1068,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
1069,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
1070,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
1071,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
1072,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
1073,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
1074,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
1075,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
1076,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
1077,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
1078,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
